symbol,name,price,marketCap,volume,industry
RBC,RBC Bearings Incorporated Common Stock,560.28,17715471469.0,195835,Industrials
FTV,Fortive Corporation Common Stock ,55.82,17184699986.0,2506141,Industrials
CF,CF Industries Holdings Inc. Common Stock,110.05,16911253751.0,7348622,Industrials
NXT,Nextpower Inc. Class A Common Stock,113.73,16886157624.0,2858937,Industrials
BALL,Ball Corporation Common Stock,62.02,16502106394.0,1476921,Industrials
HII,Huntington Ingalls Industries Inc. Common Stock,417.51,16384214667.0,353685,Industrials
ITT,ITT Inc. Common Stock ,189.94,16334840000.0,1470939,Industrials
AA,Alcoa Corporation Common Stock ,61.31,16176014582.0,3974565,Industrials
TRMB,Trimble Inc. Common Stock,68.99,16138789858.0,1431400,Industrials
TXT,Textron Inc. Common Stock,92.51,16111767047.0,2159694,Industrials
RS,Reliance Inc. Common Stock,300.31,15536020416.0,442343,Industrials
J,Jacobs Solutions Inc. Common Stock,131.84,15484174642.0,722226,Industrials
NDSN,Nordson Corporation Common Stock,272.46,15198799111.0,233215,Industrials
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,88.96,15152481896.0,3294929,Industrials
MKSI,MKS Inc. Common Stock,225.28,15149709865.0,1221496,Industrials
CLH,Clean Harbors Inc. Common Stock,286.03,15134117884.0,424567,Industrials
HL,Hecla Mining Company Common Stock,22.01,14754399120.0,15311804,Industrials
LECO,Lincoln Electric Holdings Inc. Common Shares,265.67,14560141320.0,179335,Industrials
IEX,IDEX Corporation Common Stock,195.79,14556560461.0,501882,Industrials
GGG,Graco Inc. Common Stock,87.96,14543157044.0,999185,Industrials
CSL,Carlisle Companies Incorporated Common Stock,352.9,14427917017.0,583765,Industrials
KRMN,Karman Holdings Inc. Common Stock,102.79,13601423094.0,1459769,Industrials
WLK,Westlake Corporation Common Stock,105.04,13435701904.0,927492,Industrials
MAS,Masco Corporation Common Stock,63.47,12922941685.0,2204559,Industrials
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,5.7,12802146409.0,147022380,Industrials
MLI,Mueller Industries Inc. Common Stock,114.21,12673232018.0,615562,Industrials
STRL,Sterling Infrastructure Inc. Common Stock,411.53,12610970588.0,490222,Industrials
CCK,Crown Holdings Inc.,105.12,11902282325.0,1563749,Industrials
SOLS,Solstice Advanced Materials Inc. Common Stock ,74.95,11898128498.0,2576975,Industrials
PSKY,Paramount Skydance Corporation Class B Common Stock,10.33,11484285656.0,21068210,Industrials
AVAV,AeroVironment Inc. Common Stock,221.57,11062076788.0,2399732,Industrials
CR,Crane Company Common Stock,189.96,10955809458.0,303939,Industrials
DY,Dycom Industries Inc. Common Stock,362.97,10878235219.0,642514,Industrials
SPXC,SPX Technologies Inc. Common Stock,210.96,10522028082.0,265345,Industrials
ZBRA,Zebra Technologies Corporation Class A Common Stock,212.47,10451761349.0,713002,Industrials
DCI,Donaldson Company Inc. Common Stock,88.73,10276197781.0,497016,Industrials
WTS,Watts Water Technologies Inc. Class A Common Stock,306.57,10221021114.0,165184,Industrials
RVTY,Revvity Inc. Common Stock,90.3,10095840428.0,990208,Industrials
FLS,Flowserve Corporation Common Stock,78.71,10016660496.0,2130749,Industrials
GTLS,Chart Industries Inc. Common Stock,206.81,9899083288.0,3717957,Industrials
OSK,Oshkosh Corporation (Holding Company)Common Stock,156.36,9780103943.0,794099,Industrials
JOBY,Joby Aviation Inc. Common Stock,9.88,9675822262.0,31099162,Industrials
ONTO,Onto Innovation Inc. Common Stock,193.82,9633311609.0,749634,Industrials
SAIA,Saia Inc. Common Stock,356.03,9495149918.0,711365,Industrials
SARO,StandardAero Inc. Common Stock,28.51,9483988747.0,3738920,Industrials
KNX,Knight-Swift Transportation Holdings Inc.,57.32,9310248748.0,2819550,Industrials
IESC,IES Holdings Inc. Common Stock,448.38,8935316192.0,242666,Industrials
AGCO,AGCO Corporation Common Stock,122.07,8837936237.0,656692,Industrials
OC,Owens Corning Inc Common Stock New,106.26,8541515113.0,1720038,Industrials
ATR,AptarGroup Inc. Common Stock,132.13,8506494386.0,503090,Industrials
MOS,Mosaic Company (The) Common Stock,26.48,8407539232.0,8097185,Industrials
CGNX,Cognex Corporation Common Stock,50.58,8381506594.0,1798462,Industrials
VMI,Valmont Industries Inc. Common Stock,427.41,8349566331.0,131318,Industrials
ESI,Element Solutions Inc. Common Stock,32.59,7938220512.0,3235086,Industrials
EMN,Eastman Chemical Company Common Stock,69.22,7897816075.0,1596595,Industrials
ZWS,Zurn Elkay Water Solutions Corporation Common Stock,47.28,7886208211.0,782981,Industrials
NXST,Nexstar Media Group Inc. Common Stock,244.77,7423383826.0,223734,Industrials
AAON,AAON Inc. Common Stock,90.54,7378996691.0,613601,Industrials
CMC,Commercial Metals Company Common Stock,66.29,7352052739.0,1390229,Industrials
