symbol,name,price,marketCap,volume,industry
RES,RPC Inc. Common Stock,5.88,1296977913.0,953443,Energy
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,25.45,1228101203.0,32792,Energy
METC,Ramaco Resources Inc. Class A Common Stock,18.25,1221880424.0,1804820,Energy
SBR,Sabine Royalty Trust Common Stock,71.2965,1039456271.0,19003,Energy
INR,Infinity Natural Resources Inc. Class A Common Stock,15.93,969780598.0,52722,Energy
PBT,Permian Basin Royalty Trust Common Stock,20.19,941031591.0,141191,Energy
ACDC,ProFrac Holding Corp. Class A Common Stock,5.0,904355915.0,701501,Energy
METCB,Ramaco Resources Inc. Class B Common Stock,13.23,885779617.0,13930,Energy
APC,ARKO Petroleum Corp. Class A Common Stock,18.82,867811109.0,51575,Energy
VTS,Vitesse Energy Inc. Common Stock,22.17,857394421.0,185783,Energy
HNRG,Hallador Energy Company Common Stock,18.56,813392111.0,132487,Energy
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,20.14,767746487.0,77337,Energy
FIP,FTAI Infrastructure Inc. Common Stock ,6.36,739632772.0,461932,Energy
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,12.58,689186393.0,80414,Energy
GRNT,Granite Ridge Resources Inc. Common Stock,5.04,661506441.0,279935,Energy
HPK,HighPeak Energy Inc. Common Stock,4.98,625423723.0,277510,Energy
SD,SandRidge Energy Inc. Common Stock,16.8,617798933.0,148415,Energy
REPX,Riley Exploration Permian Inc. Common Stock,27.725,609087919.0,117706,Energy
EGY,VAALCO Energy Inc.  Common Stock,5.125,534323547.0,478590,Energy
NGS,Natural Gas Services Group Inc. Common Stock,38.51,484028994.0,39698,Energy
NPWR,NET Power Inc. Class A Common Stock,1.92,426512792.0,354599,Energy
NC,NACCO Industries Inc. Common Stock,57.16,426411028.0,4376,Energy
FCEL,FuelCell Energy Inc. Common Stock,8.8519,422023565.0,1110008,Energy
RNGR,Ranger Energy Services Inc. Class A Common Stock,17.18,404593948.0,50454,Energy
WTI,W&T Offshore Inc. Common Stock,2.56,380869693.0,1745144,Energy
AREC,American Resources Corporation Class A Common Stock,3.295,334090950.0,1733672,Energy
PNRG,PrimeEnergy Resources Corporation Common Stock,184.715,302009025.0,34581,Energy
NUAI,New Era Energy & Digital Inc. Common Stock,5.02,269190116.0,2534633,Energy
REI,Ring Energy Inc. Common Stock,1.285,266281782.0,1967037,Energy
SJT,San Juan Basin Royalty Trust Common Stock,5.54,258212730.0,145140,Energy
AMPY,Amplify Energy Corp. Common Stock,5.475,221606084.0,417259,Energy
EAF,GrafTech International Ltd. Common Stock,6.87,177384156.0,209553,Energy
ANNA,AleAnna Inc. Class A Common Stock,2.59,172634588.0,8996,Energy
EPM,Evolution Petroleum Corporation Inc. Common Stock,4.375,153141818.0,150975,Energy
EPSN,Epsilon Energy Ltd. Common Share,4.91,146776751.0,91818,Energy
KGEI,Kolibri Global Energy Inc. Common stock,3.845,136023923.0,54093,Energy
AGIG,Abundia Global Impact Group Inc. Common stock,3.455,130102451.0,217017,Energy
MMLP,Martin Midstream Partners L.P. Limited Partnership,2.85,111306995.0,8295,Energy
EP,Empire Petroleum Corporation Common Stock,3.14,110535872.0,12872,Energy
TUSK,Mammoth Energy Services Inc. Common Stock,2.265,109159489.0,197101,Energy
NUAIW,New Era Energy & Digital Inc. Warrants,1.9427,104174430.0,27790,Energy
NCSM,NCS Multistage Holdings Inc. Common Stock,39.29,99832747.0,4964,Energy
DWSN,Dawson Geophysical Company Common Stock,3.21,99663441.0,82647,Energy
NRT,North European Oil Royality Trust Common Stock,8.478,77917822.0,39148,Energy
BATL,Battalion Oil Corporation Common Stock,4.3,70763221.0,3619600,Energy
USEG,U.S. Energy Corp. Common Stock (DE),1.005,60033403.0,630041,Energy
PED,Pedevco Corp. Common Stock,0.6115,58410084.0,68401,Energy
PVL,Permianville Royalty Trust Units of Beneficial Interest,1.685,55605000.0,111359,Energy
CRT,Cross Timbers Royalty Trust Common Stock,9.04,54240000.0,9855,Energy
VOC,VOC Energy Trust Units of Beneficial Interest,2.995,50915000.0,18035,Energy
KLXE,KLX Energy Services Holdings Inc. Common Stock,2.3445,41821484.0,100828,Energy
PRT,PermRock Royalty Trust Units of Beneficial Interest,3.365,40937688.0,16837,Energy
CKX,CKX Lands Inc. Common Stock,10.7126,21994350.0,165,Energy
MVO,MV Oil Trust Units of Beneficial Interests,1.9089,21952350.0,59932,Energy
MXC,Mexco Energy Corporation Common Stock,10.51,21503460.0,839,Energy
ANNAW,AleAnna Inc. Warrant,0.205,13664128.0,6642,Energy
BRN,Barnwell Industries Inc. Common Stock,1.0199,12816384.0,9190,Energy
MTR,Mesa Royalty Trust Common Stock,4.88,9094319.0,3110,Energy
MARPS,Marine Petroleum Trust Units of Beneficial Interest,4.515,9030000.0,2494,Energy
GBR,New Concept Energy Inc Common Stock,0.8035,4123509.0,194301,Energy
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,25.36,0.0,2913,Energy
