symbol,name,price,marketCap,volume,industry
WULF,TeraWulf Inc. Common Stock,20.95,8884227219.0,34896174,Technology
ARW,Arrow Electronics Inc. Common Stock,173.66,8871259596.0,945711,Technology
DOCU,DocuSign Inc. Common Stock,44.63,8677318427.0,3430132,Technology
VICR,Vicor Corporation Common Stock,190.1,8625434674.0,443897,Technology
SWKS,Skyworks Solutions Inc. Common Stock,57.28,8615250124.0,2424963,Technology
SANM,Sanmina Corporation Common Stock,154.47,8434817049.0,402594,Technology
SMTC,Semtech Corporation Common Stock,90.12,8376759170.0,2384305,Technology
CRUS,Cirrus Logic Inc. Common Stock,160.75,8199437782.0,499900,Technology
FDS,FactSet Research Systems Inc. Common Stock,223.55,8144178441.0,848296,Technology
MTCH,Match Group Inc. Common Stock,33.59,7814527982.0,2707645,Technology
VSAT,ViaSat Inc. Common Stock,56.98,7739673229.0,1150262,Technology
MANH,Manhattan Associates Inc. Common Stock,126.6,7551389072.0,410563,Technology
QRVO,Qorvo Inc. Common Stock,80.61,7473004784.0,996273,Technology
PCOR,Procore Technologies Inc. Common Stock,49.6,7444983907.0,2343446,Technology
ENS,EnerSys Common Stock,198.94,7331212344.0,335081,Technology
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,24.06,7108917085.0,3033552,Technology
ALGM,Allegro MicroSystems Inc. Common Stock,38.27,7091081595.0,1052728,Technology
PEGA,Pegasystems Inc. Common Stock,41.23,6969672411.0,2215019,Technology
SLAB,Silicon Laboratories Inc. Common Stock,211.06,6958313881.0,313867,Technology
DOCN,DigitalOcean Holdings Inc. Common Stock,73.45,6757113104.0,5035696,Technology
EPAM,EPAM Systems Inc. Common Stock,127.41,6681929792.0,936889,Technology
INGM,Ingram Micro Holding Corporation Common Stock,28.22,6537065189.0,909714,Technology
YOU,Clear Secure Inc. Class A Common Stock,48.39,6451432224.0,828836,Technology
SAIL,SailPoint Inc. Common Stock,11.12,6269494119.0,2700178,Technology
QBTS,D-Wave Quantum Inc. Common Shares,16.97,6223537089.0,43178800,Technology
PLXS,Plexus Corp. Common Stock,227.95,6105974925.0,231452,Technology
PSN,Parsons Corporation Common Stock,56.0,5992643776.0,645900,Technology
AVT,Avnet Inc. Common Stock,71.75,5873667882.0,1516787,Technology
PAYC,Paycom Software Inc. Common Stock,119.84,5712308899.0,869569,Technology
RGTI,Rigetti Computing Inc. Common Stock,16.87,5603379897.0,56626425,Technology
TTAN,ServiceTitan Inc. Class A Common Stock,57.34,5462278527.0,1344853,Technology
DBX,Dropbox Inc. Class A Common Stock,22.7,5417095017.0,3095209,Technology
FROG,JFrog Ltd. Ordinary Shares,44.36,5374482511.0,1611841,Technology
APPF,AppFolio Inc. Class A Common Stock,148.84,5356740884.0,222886,Technology
IPGP,IPG Photonics Corporation Common Stock,124.65,5290567442.0,374493,Technology
COMP,Compass Inc. Class A Common Stock,7.09,5290170808.0,8458162,Technology
PCTY,Paylocity Holding Corporation Common Stock,97.92,5275605681.0,675144,Technology
PATH,UiPath Inc. Class A Common Stock,10.02,5249697157.0,23741386,Technology
KVYO,Klaviyo Inc. Series A Common Stock,16.94,5162873661.0,4743882,Technology
MRCY,Mercury Systems Inc Common Stock,84.09,5046630405.0,412539,Technology
OSIS,OSI Systems Inc. Common Stock (DE),296.86,4890040896.0,131480,Technology
ESTC,Elastic N.V. Ordinary Shares,45.39,4697910753.0,1380457,Technology
OLED,Universal Display Corporation Common Stock,97.13,4574656325.0,366891,Technology
ONDS,Ondas Inc. Common Stock,9.4,4529703866.0,41485325,Technology
S,SentinelOne Inc. Class A Common Stock,12.75,4338525324.0,8051165,Technology
WAY,Waystar Holding Corp. Common Stock,22.43,4299418109.0,2173288,Technology
DUOL,Duolingo Inc. Class A Common Stock,91.46,4294073615.0,1747687,Technology
VISN,Vistance Networks Inc. Common Stock,18.98,4279285083.0,4020010,Technology
ENPH,Enphase Energy Inc. Common Stock,32.0,4217086240.0,5021274,Technology
ACIW,ACI Worldwide Inc. Common Stock,41.45,4216293212.0,548674,Technology
DOCS,Doximity Inc. Class A Common Stock,22.25,4109774316.0,2237408,Technology
SAIC,Science Applications International Corporation Common Stock,94.48,4102256692.0,517907,Technology
DIOD,Diodes Incorporated Common Stock,87.52,4026494394.0,461913,Technology
MARA,MARA Holdings Inc. Common Stock,10.49,3988661321.0,46034232,Technology
ZETA,Zeta Global Holdings Corp. Class A Common Stock,16.2,3954802320.0,10256533,Technology
CVLT,Commvault Systems Inc. Common Stock,89.61,3940544819.0,838489,Technology
AXTI,AXT Inc Common Stock,67.3,3740439713.0,6917007,Technology
NTSK,Netskope Inc. Class A Common Stock,9.34,3738935637.0,4201296,Technology
LASR,nLIGHT Inc. Common Stock,66.87,3730765502.0,1131858,Technology
BILL,BILL Holdings Inc. Common Stock,37.0,3661536280.0,1684671,Technology
UCTT,Ultra Clean Holdings Inc. Common Stock,76.92,3499093723.0,615438,Technology
ACLS,Axcelis Technologies Inc. Common Stock,113.06,3474330408.0,457598,Technology
NAVN,Navan Inc. Class A Common Stock,13.85,3473040044.0,3365861,Technology
GTLB,GitLab Inc. Class A Common Stock,20.08,3415608000.0,4963083,Technology
CARG,CarGurus Inc. Class A Common Stock ,35.77,3404915788.0,413293,Technology
ACMR,ACM Research Inc. Class A Common Stock,50.75,3335675396.0,701499,Technology
IAC,IAC Inc. Common Stock,41.85,3218598293.0,776630,Technology
PI,Impinj Inc. Common Stock,106.34,3214837489.0,252888,Technology
LIF,Life360 Inc. Common Stock,39.78,3190300825.0,708254,Technology
FSLY,Fastly Inc. Class A Common Stock,20.95,3180210000.0,20632174,Technology
NIQ,NIQ Global Intelligence plc Ordinary Shares,10.67,3148879942.0,3088778,Technology
VSH,Vishay Intertechnology Inc. Common Stock,23.13,3148114086.0,1779741,Technology
WK,Workiva Inc. Class A Common Stock,55.12,3132725357.0,516469,Technology
RNG,RingCentral Inc. Class A Common Stock,37.17,3124977464.0,1399869,Technology
