symbol,name,price,marketCap,volume,industry
TRTX,TPG RE Finance Trust Inc. Common Stock,7.72,604893281.0,577403,Real Estate
CASS,Cass Information Systems Inc Common Stock,45.13,582225740.0,183317,Real Estate
AIV,Apartment Investment and Management Company Common Stock,4.04,581236117.0,1295911,Real Estate
UHT,Universal Health Realty Income Trust Common Stock,41.74,579127599.0,49426,Real Estate
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,11.72,567329958.0,344018,Real Estate
NHPAP,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,19.945,566680990.0,21743,Real Estate
PHR,Phreesia Inc. Common Stock,9.06,550513369.0,2685960,Real Estate
NHPBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,19.25,546934523.0,38302,Real Estate
PSTL,Postal Realty Trust Inc. Class A Common Stock,19.17,526648668.0,233715,Real Estate
FPI,Farmland Partners Inc. Common Stock,11.54,503482699.0,262425,Real Estate
OLP,One Liberty Properties Inc. Common Stock,22.22,484687682.0,74347,Real Estate
IMXI,International Money Express Inc. Common Stock,15.8,476160381.0,563164,Real Estate
INN,Summit Hotel Properties Inc. Common Stock,4.37,475450258.0,841560,Real Estate
CHCT,Community Healthcare Trust Incorporated Common Stock,16.36,467434533.0,111793,Real Estate
BDN,Brandywine Realty Trust Common Stock,2.63,456862160.0,1517262,Real Estate
XRN,Chiron Real Estate Inc. Common Stock,33.77,446940209.0,53079,Real Estate
LAND,Gladstone Land Corporation Common Stock,10.37,432473809.0,344697,Real Estate
PRTH,Priority Technology Holdings Inc. Common Stock,4.83,397438294.0,155523,Real Estate
KREF,KKR Real Estate Finance Trust Inc. Common Stock,6.11,392724179.0,812242,Real Estate
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,8.07,379612534.0,206830,Real Estate
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,5.46,363926084.0,217419,Real Estate
FVR,FrontView REIT Inc. Common Stock,16.05,358123730.0,66239,Real Estate
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,17.06,349567947.0,1623,Real Estate
GETY,Getty Images Holdings Inc. Class A Common Stock,0.8194,342317146.0,752704,Real Estate
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,16.27,333380451.0,531,Real Estate
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,15.92,326208776.0,690,Real Estate
ADV,Advantage Solutions Inc. Class A Common Stock,23.66,309953287.0,83153,Real Estate
TCI,Transcontinental Realty Investors Inc. Common Stock,35.77,309028333.0,5118,Real Estate
RMNI,Rimini Street Inc. (DE) Common Stock,3.37,308907680.0,279466,Real Estate
CTEV,Claritev Corporation Class A Common Stock,16.92,287080286.0,111137,Real Estate
SITC,SITE Centers Corp. Common Stock,5.42,284413817.0,753733,Real Estate
PINE,Alpine Income Property Trust Inc. Common Stock,18.39,277478876.0,91983,Real Estate
ALIT,Alight Inc. Class A Common Stock,0.5085,271794664.0,23516575,Real Estate
ACRE,Ares Commercial Real Estate Corporation Common Stock,4.78,264657472.0,474905,Real Estate
BRT,BRT Apartments Corp. (MD) Common Stock,13.88,263484220.0,115685,Real Estate
RC,Ready Capital Corporation Common Stock,1.54,250833320.0,1359535,Real Estate
NREF,NexPoint Real Estate Finance Inc. Common Stock,13.25,247602525.0,63025,Real Estate
STRS,Stratus Properties Inc. Common Stock,30.35,242269634.0,21831,Real Estate
ARL,American Realty Investors Inc. Common Stock,14.84,239696318.0,6424,Real Estate
MITT,TPG Mortgage Investment Trust Inc. Common Stock,7.55,239602700.0,153284,Real Estate
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,11.22,236520652.0,72445,Real Estate
CNDT,Conduent Incorporated Common Stock ,1.4,217135540.0,1178569,Real Estate
NXDT,NexPoint Diversified Real Estate Trust Common Stock,4.32,216948629.0,116484,Real Estate
SVC,Service Properties Trust Common Stock,1.27,213429304.0,9497640,Real Estate
RPAY,Repay Holdings Corporation Class A Common Stock,2.4,206114357.0,2827293,Real Estate
SEVN,Seven Hills Realty Trust Common Stock,8.16,184390631.0,140694,Real Estate
ELME,Elme Communities Common Stock,2.02,179492924.0,564125,Real Estate
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,11.66,172732115.0,186448,Real Estate
STRW,Strawberry Fields REIT Inc. Common Stock,12.82,171766296.0,7853,Real Estate
EARN,Ellington Credit Company Common Shares of Beneficial Interest,4.5,169016378.0,227930,Real Estate
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,57.0,165561858.0,992,Real Estate
BHR,Braemar Hotels & Resorts Inc. Common Stock,2.32,159336018.0,211194,Real Estate
NRDY,Nerdy Inc. Class A Common Stock,0.84,158421299.0,226460,Real Estate
MDV,Modiv Industrial Inc. Class C Common Stock,14.84,153141083.0,30535,Real Estate
AXR,AMREP Corporation Common Stock,26.22,139102318.0,16911,Real Estate
ACR,ACRES Commercial Realty Corp. Common Stock,19.06,135918785.0,9685,Real Estate
DHX,DHI Group Inc. Common Stock,3.09,135646411.0,350979,Real Estate
ONL,Orion Properties Inc. Common Stock,2.23,126731052.0,252715,Real Estate
OPRX,OptimizeRx Corporation Common Stock,6.65,124768650.0,335372,Real Estate
RGP,Resources Connection Inc. Common Stock,3.58,119937711.0,242026,Real Estate
WHLRL,Wheeler Real Estate Investment Trust Inc. 7.00% Senior Subordinated Convertible Notes Due 2031,80.01,114732980.0,132,Real Estate
SCOR,comScore Inc. Common Stock,7.31,109821887.0,22699,Real Estate
RPT,Rithm Property Trust Inc. Common stock,13.83,104711217.0,16793,Real Estate
SUNS,Sunrise Realty Trust Inc. Common Stock,7.65,103425361.0,144457,Real Estate
STHO,Star Holdings Shares of Beneficial Interest,7.98,96468385.0,18901,Real Estate
AMWL,American Well Corporation Class A Common Stock,5.34,88386655.0,20705,Real Estate
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,1.71,88101898.0,8494,Real Estate
CHGG,Chegg Inc. Common Stock,0.73,81613047.0,400543,Real Estate
MAYS,J. W. Mays Inc. Common Stock,39.775,80177650.0,89,Real Estate
INTG,Intergroup Corporation (The) Common Stock,35.65,76605148.0,19763,Real Estate
IOR,Income Opportunity Realty Investors Inc. Common Stock,18.34,74573705.0,1,Real Estate
LFT,Lument Finance Trust Inc. Common Stock,1.27,66547067.0,111268,Real Estate
FSP,Franklin Street Properties Corp. Common Stock,0.64,66361818.0,347129,Real Estate
GPMT,Granite Point Mortgage Trust Inc. Common Stock,1.36,64686554.0,112331,Real Estate
SELF,Global Self Storage Inc. Common Stock,5.16,58517248.0,41686,Real Estate
LOAN,Manhattan Bridge Capital Inc,4.8,54860885.0,90296,Real Estate
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,36.7,52627176.0,433,Real Estate
